checking_account,duration_months,credit_history,credit_amount,savings,employment_years,installment_rate,age,num_credits,approved,decision,probability_default,risk_level,expected_credit_loss
0,58,2,3732,0,0,4,60,1,1,Manual Review,0.5554,Medium,0.0
2,35,0,1057,2,3,1,31,3,1,Manual Review,0.5513,Medium,0.0
3,54,2,3592,4,1,4,35,1,1,Manual Review,0.5566,Medium,0.0
2,47,2,2386,0,2,2,57,1,1,Manual Review,0.59,Medium,0.0
1,21,2,3106,0,2,4,42,1,0,Manual Review,0.5715,Medium,0.0
2,25,3,614,0,2,3,21,1,1,Manual Review,0.5351,Medium,0.0
1,40,2,1601,0,1,4,48,2,1,Manual Review,0.571,Medium,0.0
2,59,2,1419,0,3,4,70,4,1,Rejected,0.6142,High,0.0
3,62,2,474,0,3,1,31,1,1,Manual Review,0.5513,Medium,0.0
1,6,2,3583,0,1,1,37,1,1,Manual Review,0.5578,Medium,0.0
3,31,0,769,0,1,2,25,2,1,Manual Review,0.5333,Medium,0.0
3,38,0,909,0,1,3,27,2,1,Manual Review,0.537,Medium,0.0
0,64,1,658,1,4,4,37,1,0,Manual Review,0.5632,Medium,0.0
0,57,2,2593,0,2,2,63,1,0,Rejected,0.6079,High,0.0
0,66,0,436,0,2,3,72,2,0,Rejected,0.6187,High,0.0
0,10,0,2426,0,1,1,58,2,0,Manual Review,0.5832,Medium,0.0
0,52,0,3413,0,3,4,40,1,0,Manual Review,0.5686,Medium,0.0
2,34,4,2275,0,4,4,36,1,1,Manual Review,0.5627,Medium,0.0
0,61,1,2617,0,4,2,41,3,0,Manual Review,0.5675,Medium,0.0
1,64,2,2717,0,2,2,20,2,1,Manual Review,0.5386,Medium,0.0
3,27,0,692,3,1,1,68,1,1,Rejected,0.6051,High,0.0
0,23,2,4664,0,1,3,68,1,0,Rejected,0.6051,High,0.0
3,40,0,1024,1,0,3,29,2,1,Manual Review,0.5124,Medium,0.0
1,7,0,1403,1,1,1,49,1,0,Manual Review,0.5765,Medium,0.0
0,23,2,1134,2,1,2,51,1,1,Manual Review,0.5776,Medium,0.0
2,63,0,2193,4,1,2,32,1,1,Manual Review,0.5499,Medium,0.0
2,27,0,962,0,2,3,34,1,0,Manual Review,0.5649,Medium,0.0
3,53,0,1561,0,4,3,29,2,1,Manual Review,0.5464,Medium,0.0
2,52,0,550,4,2,1,51,1,1,Manual Review,0.5857,Medium,0.0
2,54,0,3758,0,4,4,25,2,1,Manual Review,0.5399,Medium,0.0
1,39,1,2531,0,3,3,49,1,0,Manual Review,0.5828,Medium,0.0
0,69,2,1171,1,1,2,66,1,1,Rejected,0.6032,High,0.0
2,37,2,1017,1,3,1,64,1,1,Rejected,0.6056,High,0.0
2,39,2,2479,4,1,4,65,3,1,Rejected,0.6022,High,0.0
3,9,1,840,4,3,4,32,2,1,Manual Review,0.5569,Medium,0.0
1,42,3,1636,2,2,1,46,1,1,Manual Review,0.5763,Medium,0.0
1,45,2,3748,0,4,2,71,2,1,Rejected,0.6127,High,0.0
2,61,0,773,4,1,1,61,2,1,Manual Review,0.5884,Medium,0.0
1,15,2,1987,0,1,3,34,3,1,Manual Review,0.556,Medium,0.0
3,6,0,1905,0,4,1,37,1,1,Manual Review,0.5632,Medium,0.0
3,21,1,1369,4,0,2,35,2,1,Manual Review,0.5284,Medium,0.0
1,43,2,989,0,3,3,44,1,1,Manual Review,0.5709,Medium,0.0
2,24,2,3912,0,3,3,24,1,1,Manual Review,0.5426,Medium,0.0
2,18,2,917,0,4,2,61,3,1,Manual Review,0.5903,Medium,0.0
0,29,2,347,3,4,2,67,1,1,Rejected,0.606,High,0.0
3,11,4,2471,0,4,3,27,1,1,Manual Review,0.5431,Medium,0.0
1,45,0,566,1,0,1,68,1,0,Manual Review,0.5736,Medium,0.0
3,47,0,2574,0,4,1,35,2,1,Manual Review,0.5621,Medium,0.0
1,17,2,4306,2,3,4,49,2,1,Manual Review,0.5828,Medium,0.0
3,5,2,2449,2,3,1,30,1,1,Manual Review,0.5507,Medium,0.0
1,40,2,3488,0,1,3,41,3,0,Manual Review,0.5623,Medium,0.0
0,72,2,7450,0,3,4,72,1,0,Rejected,0.6159,High,0.0
3,41,2,3208,0,4,2,72,1,1,Rejected,0.6136,High,0.0
0,44,2,1928,4,4,2,23,3,1,Manual Review,0.5393,Medium,0.0
1,65,1,5470,1,2,3,61,1,1,Manual Review,0.5959,Medium,0.0
3,63,2,6025,4,0,4,54,1,1,Manual Review,0.5473,Medium,0.0
3,17,3,6093,0,2,4,54,1,1,Manual Review,0.585,Medium,0.0
2,5,2,998,2,4,3,21,2,1,Manual Review,0.5336,Medium,0.0
2,20,0,501,2,3,1,42,1,1,Manual Review,0.5695,Medium,0.0
1,31,2,950,1,2,3,73,3,1,Rejected,0.6194,High,0.0
1,69,0,2599,4,0,2,35,2,1,Manual Review,0.5284,Medium,0.0
1,38,0,1681,0,2,2,57,1,0,Manual Review,0.59,Medium,0.0
2,8,0,1254,0,2,1,44,2,1,Manual Review,0.5731,Medium,0.0
2,68,2,2317,1,4,1,22,1,1,Manual Review,0.5365,Medium,0.0
2,43,2,456,2,3,4,73,1,1,Rejected,0.6168,High,0.0
2,59,0,1657,0,2,2,63,2,1,Rejected,0.6079,High,0.0
0,39,2,3621,0,2,2,30,3,0,Manual Review,0.5526,Medium,0.0
1,48,2,2297,0,0,2,19,1,0,Manual Review,0.4991,Medium,0.0
0,26,1,2574,0,4,4,39,1,1,Manual Review,0.5641,Medium,0.0
2,50,0,5312,0,2,3,37,1,0,Manual Review,0.5666,Medium,0.0
1,34,2,1404,1,2,2,39,1,1,Manual Review,0.5677,Medium,0.0
3,14,2,877,2,2,1,70,1,0,Rejected,0.6172,High,0.0
1,13,0,3833,0,3,2,36,1,0,Manual Review,0.5641,Medium,0.0
0,70,0,3777,0,3,4,61,2,0,Manual Review,0.5927,Medium,0.0
0,17,1,2313,0,3,3,70,1,0,Rejected,0.6142,High,0.0
2,13,3,1302,0,1,3,21,1,1,Manual Review,0.5259,Medium,0.0
2,4,2,1481,2,2,3,67,2,1,Rejected,0.6119,High,0.0
0,8,2,533,4,1,2,62,2,1,Manual Review,0.5993,Medium,0.0
0,23,1,3606,0,3,4,50,1,0,Manual Review,0.5832,Medium,0.0
2,11,2,3505,2,0,3,28,1,1,Manual Review,0.5118,Medium,0.0
0,46,0,518,4,2,1,58,2,1,Manual Review,0.5908,Medium,0.0
3,4,2,2963,3,4,1,33,1,1,Manual Review,0.556,Medium,0.0
2,60,3,2045,0,4,3,23,1,1,Manual Review,0.5393,Medium,0.0
0,67,2,653,4,2,4,22,2,1,Manual Review,0.538,Medium,0.0
0,31,2,564,0,2,2,46,1,0,Manual Review,0.5763,Medium,0.0
3,40,2,1995,0,1,4,71,1,1,Rejected,0.6099,High,0.0
1,50,0,1076,0,3,4,70,1,0,Rejected,0.6142,High,0.0
1,40,2,6348,0,4,1,69,1,1,Rejected,0.6106,High,0.0
3,52,0,3171,0,1,1,71,1,1,Rejected,0.6099,High,0.0
3,47,2,2162,0,2,1,22,4,1,Manual Review,0.538,Medium,0.0
3,59,0,2249,0,4,3,33,1,1,Manual Review,0.556,Medium,0.0
2,31,0,4292,3,4,1,35,1,1,Manual Review,0.5621,Medium,0.0
1,9,2,2913,4,1,2,62,1,1,Manual Review,0.5993,Medium,0.0
0,64,1,2207,0,2,3,21,3,0,Manual Review,0.5351,Medium,0.0
2,23,2,675,3,1,3,28,1,1,Manual Review,0.5376,Medium,0.0
2,5,2,17146,3,1,1,65,1,1,Rejected,0.6022,High,0.0
1,40,0,612,2,4,2,60,2,1,Manual Review,0.5873,Medium,0.0
3,23,0,1152,0,4,2,74,1,1,Rejected,0.6152,High,0.0
0,29,2,393,1,3,3,41,1,1,Manual Review,0.569,Medium,0.0
1,32,1,2277,4,0,4,36,1,1,Manual Review,0.529,Medium,0.0
0,4,2,1670,1,4,1,19,1,1,Manual Review,0.5365,Medium,0.0
1,38,2,2730,0,2,4,53,1,0,Manual Review,0.5844,Medium,0.0
0,62,2,368,0,2,3,71,2,0,Rejected,0.618,High,0.0
0,72,2,3605,1,2,3,49,1,0,Manual Review,0.5849,Medium,0.0
0,36,2,775,0,1,3,62,1,0,Manual Review,0.5993,Medium,0.0
2,54,2,1313,0,3,2,19,1,1,Manual Review,0.5372,Medium,0.0
2,15,0,3118,0,2,1,21,1,1,Manual Review,0.5351,Medium,0.0
2,23,1,1824,3,1,3,21,1,1,Manual Review,0.5259,Medium,0.0
3,56,2,1930,4,1,3,55,3,1,Manual Review,0.5801,Medium,0.0
1,46,2,2805,0,1,3,37,1,0,Manual Review,0.5578,Medium,0.0
1,53,2,2086,4,0,2,47,2,1,Manual Review,0.5399,Medium,0.0
3,32,2,1126,0,2,4,43,1,1,Manual Review,0.5719,Medium,0.0
0,60,2,1295,1,4,3,51,1,1,Manual Review,0.5823,Medium,0.0
3,42,3,1753,2,0,1,54,1,1,Manual Review,0.5473,Medium,0.0
0,59,2,723,3,0,2,47,1,1,Manual Review,0.5399,Medium,0.0
3,46,1,3283,4,2,4,44,1,1,Manual Review,0.5731,Medium,0.0
0,53,2,1864,0,4,4,22,1,0,Manual Review,0.5365,Medium,0.0
3,26,1,1571,3,2,2,67,2,1,Rejected,0.6119,High,0.0
1,47,2,3842,0,2,4,32,1,0,Manual Review,0.5588,Medium,0.0
3,41,2,1344,2,2,2,68,1,1,Rejected,0.6129,High,0.0
0,26,2,1279,2,1,2,45,1,0,Manual Review,0.5672,Medium,0.0
2,48,1,1004,1,0,4,51,1,0,Manual Review,0.547,Medium,0.0
3,55,0,1947,0,3,4,40,1,1,Manual Review,0.5686,Medium,0.0
1,53,2,1894,4,2,3,66,1,1,Rejected,0.6109,High,0.0
2,11,0,868,0,2,4,21,1,0,Manual Review,0.5351,Medium,0.0
2,4,2,1284,0,3,1,41,2,0,Manual Review,0.569,Medium,0.0
1,11,1,873,2,3,4,39,2,1,Manual Review,0.5656,Medium,0.0
2,32,0,842,0,1,2,59,1,0,Manual Review,0.5841,Medium,0.0
2,8,0,370,3,2,1,41,1,1,Manual Review,0.5711,Medium,0.0
3,50,2,1230,0,1,1,22,2,1,Manual Review,0.529,Medium,0.0
0,37,2,379,0,1,2,39,1,0,Manual Review,0.5589,Medium,0.0
1,68,1,1022,3,3,2,55,1,1,Manual Review,0.5858,Medium,0.0
3,58,0,906,0,4,2,61,1,1,Manual Review,0.5903,Medium,0.0
3,46,2,3434,0,4,1,49,1,1,Manual Review,0.5814,Medium,0.0
1,33,1,657,2,2,2,39,1,1,Manual Review,0.5677,Medium,0.0
2,20,2,805,0,1,3,44,1,1,Manual Review,0.5643,Medium,0.0
1,29,2,1090,1,1,2,59,1,1,Manual Review,0.5841,Medium,0.0
0,11,1,930,0,4,2,53,1,0,Manual Review,0.5809,Medium,0.0
1,50,0,4426,3,2,3,56,2,1,Manual Review,0.5887,Medium,0.0
1,49,4,595,3,2,4,42,1,1,Manual Review,0.5715,Medium,0.0
2,71,2,1092,2,3,4,29,1,1,Manual Review,0.5477,Medium,0.0
0,36,2,1930,0,3,2,59,1,1,Manual Review,0.5886,Medium,0.0
3,4,0,2995,3,4,3,47,2,1,Manual Review,0.573,Medium,0.0
3,22,2,1092,1,0,1,65,2,1,Manual Review,0.5711,Medium,0.0
2,34,0,319,1,3,1,73,2,1,Rejected,0.6168,High,0.0
1,17,2,1312,0,4,2,21,1,1,Manual Review,0.5336,Medium,0.0
1,56,4,4366,4,1,4,19,2,1,Manual Review,0.5287,Medium,0.0
3,51,2,1855,2,3,1,70,2,1,Rejected,0.6142,High,0.0
2,72,0,1788,0,2,1,72,1,1,Rejected,0.6187,High,0.0
0,65,0,632,0,4,1,37,1,0,Manual Review,0.5632,Medium,0.0
3,69,2,582,4,0,4,64,1,1,Manual Review,0.5701,Medium,0.0
3,67,0,1501,0,2,3,67,2,1,Rejected,0.6119,High,0.0
3,66,0,472,4,1,2,40,1,1,Manual Review,0.5618,Medium,0.0
2,36,2,2765,1,3,3,32,1,1,Manual Review,0.5569,Medium,0.0
2,44,2,751,1,1,3,67,3,1,Rejected,0.6042,High,0.0
1,51,0,1451,0,1,3,32,2,0,Manual Review,0.5499,Medium,0.0
3,16,2,327,0,2,1,62,3,1,Rejected,0.607,High,0.0
3,34,0,1080,4,4,4,34,3,1,Manual Review,0.5616,Medium,0.0
0,71,3,573,0,1,2,51,1,1,Manual Review,0.5776,Medium,0.0
0,7,1,231,2,1,3,31,2,0,Manual Review,0.5443,Medium,0.0
1,22,2,2283,0,3,1,56,1,1,Manual Review,0.5863,Medium,0.0
3,16,2,5502,0,2,2,67,2,1,Rejected,0.6119,High,0.0
3,26,2,3654,0,4,2,30,1,1,Manual Review,0.5494,Medium,0.0
0,4,4,2553,0,1,3,73,4,1,Rejected,0.6114,High,0.0
2,57,0,1062,4,3,1,69,2,1,Rejected,0.6132,High,0.0
1,18,4,2820,0,1,4,56,2,1,Manual Review,0.5808,Medium,0.0
3,68,2,3940,0,1,1,57,1,1,Manual Review,0.5823,Medium,0.0
3,18,2,1651,0,3,3,51,1,1,Manual Review,0.5837,Medium,0.0
3,24,1,573,0,2,4,51,2,1,Manual Review,0.5857,Medium,0.0
1,22,2,992,0,3,3,47,1,1,Manual Review,0.5746,Medium,0.0
1,63,0,5779,4,2,3,23,2,1,Manual Review,0.541,Medium,0.0
1,36,2,1394,0,2,3,24,1,1,Manual Review,0.5441,Medium,0.0
0,52,2,103,0,2,2,49,2,0,Manual Review,0.5849,Medium,0.0
3,38,2,457,0,4,4,34,1,1,Manual Review,0.5616,Medium,0.0
3,47,2,1054,4,2,2,49,2,1,Manual Review,0.5849,Medium,0.0
3,14,2,3390,0,2,3,43,2,1,Manual Review,0.5719,Medium,0.0
3,69,1,1189,0,2,3,66,1,1,Rejected,0.6109,High,0.0
2,49,0,3441,1,2,2,64,1,1,Rejected,0.6089,High,0.0
2,12,0,971,0,1,2,51,1,0,Manual Review,0.5776,Medium,0.0
3,6,0,307,0,4,2,31,1,1,Manual Review,0.5499,Medium,0.0
3,29,1,998,0,1,4,70,1,1,Rejected,0.6092,High,0.0
0,51,0,1950,2,4,4,28,2,0,Manual Review,0.5435,Medium,0.0
1,69,4,1825,0,1,3,42,1,1,Manual Review,0.5628,Medium,0.0
0,31,2,542,3,3,3,28,1,1,Manual Review,0.5446,Medium,0.0
3,29,1,1117,1,4,4,59,1,1,Manual Review,0.5868,Medium,0.0
2,28,2,12679,0,1,1,49,1,1,Manual Review,0.5765,Medium,0.0
0,15,0,551,0,4,1,31,1,0,Manual Review,0.5499,Medium,0.0
2,8,2,2511,0,2,3,21,3,1,Manual Review,0.5351,Medium,0.0
2,51,2,276,2,4,4,68,2,1,Rejected,0.607,High,0.0
1,40,2,2954,0,3,4,70,1,1,Rejected,0.6142,High,0.0
0,47,2,724,0,2,2,52,1,0,Manual Review,0.5861,Medium,0.0
2,18,4,2041,0,1,1,67,2,1,Rejected,0.6042,High,0.0
1,46,2,526,4,2,2,46,1,1,Manual Review,0.5763,Medium,0.0
2,51,2,1868,0,1,1,37,1,0,Manual Review,0.5578,Medium,0.0
1,49,2,715,4,1,2,41,1,1,Manual Review,0.5623,Medium,0.0
3,46,2,835,0,1,4,63,1,0,Rejected,0.6002,High,0.0
2,24,0,2108,0,2,1,50,3,1,Manual Review,0.5853,Medium,0.0
2,26,2,1049,0,3,4,31,2,0,Manual Review,0.5513,Medium,0.0
3,50,0,2006,0,1,2,51,1,1,Manual Review,0.5776,Medium,0.0
1,18,2,1270,0,1,3,52,1,0,Manual Review,0.5781,Medium,0.0
0,28,2,1562,0,3,1,51,2,1,Manual Review,0.5837,Medium,0.0
0,39,0,2113,4,1,2,74,2,1,Rejected,0.6123,High,0.0
2,54,4,1118,3,1,1,23,2,1,Manual Review,0.5321,Medium,0.0
2,18,2,667,2,1,4,74,2,1,Rejected,0.6123,High,0.0
2,71,2,966,0,4,4,21,1,1,Manual Review,0.5336,Medium,0.0
0,24,2,3851,0,4,2,25,2,1,Manual Review,0.5399,Medium,0.0
0,16,2,1624,0,2,1,42,2,0,Manual Review,0.5715,Medium,0.0
0,22,0,753,2,3,4,40,1,0,Manual Review,0.5686,Medium,0.0
1,37,2,2041,4,2,2,63,2,1,Rejected,0.6079,High,0.0
2,71,0,2153,0,3,1,41,1,1,Manual Review,0.569,Medium,0.0
1,55,2,2243,0,3,3,48,1,1,Manual Review,0.5774,Medium,0.0
1,30,0,677,0,2,4,36,1,0,Manual Review,0.566,Medium,0.0
3,32,2,857,0,1,1,50,1,1,Manual Review,0.577,Medium,0.0
1,31,3,861,0,0,1,74,1,1,Manual Review,0.5783,Medium,0.0
1,38,0,1109,1,2,4,71,1,0,Rejected,0.618,High,0.0
2,11,2,2278,2,4,1,25,1,1,Manual Review,0.5399,Medium,0.0
1,19,4,1876,0,2,1,51,1,1,Manual Review,0.5857,Medium,0.0
2,39,2,1998,0,4,3,23,1,1,Manual Review,0.5393,Medium,0.0
3,33,2,4373,4,4,4,67,1,1,Rejected,0.606,High,0.0
3,21,2,2568,0,1,2,46,2,1,Manual Review,0.5676,Medium,0.0
0,5,1,1321,0,3,4,26,1,1,Manual Review,0.5435,Medium,0.0
3,52,0,574,0,3,3,33,1,1,Manual Review,0.5574,Medium,0.0
1,7,0,835,0,4,1,70,2,1,Rejected,0.6116,High,0.0
0,10,2,1200,0,4,4,22,2,0,Manual Review,0.5365,Medium,0.0
1,42,2,2873,3,3,2,52,2,1,Manual Review,0.5841,Medium,0.0
3,16,2,1448,0,1,2,23,1,1,Manual Review,0.5321,Medium,0.0
1,34,2,875,0,3,3,51,1,1,Manual Review,0.5837,Medium,0.0
1,66,2,823,1,1,2,23,2,1,Manual Review,0.5321,Medium,0.0
2,59,2,1400,0,3,1,56,1,1,Manual Review,0.5863,Medium,0.0
0,45,4,3016,4,4,1,52,1,1,Manual Review,0.5828,Medium,0.0
0,64,2,5285,4,2,2,44,1,1,Manual Review,0.5731,Medium,0.0
0,45,2,1255,0,3,4,19,2,0,Manual Review,0.5372,Medium,0.0
0,59,2,1428,2,2,3,22,1,1,Manual Review,0.538,Medium,0.0
0,39,2,560,0,2,4,57,3,0,Manual Review,0.59,Medium,0.0
0,71,3,6983,4,2,2,72,2,1,Rejected,0.6187,High,0.0
2,10,0,482,0,3,2,44,1,1,Manual Review,0.5709,Medium,0.0
0,57,0,3779,4,4,1,51,2,1,Manual Review,0.5823,Medium,0.0
1,4,2,1105,2,4,1,51,2,1,Manual Review,0.5823,Medium,0.0
3,47,2,916,0,1,2,26,2,1,Manual Review,0.5364,Medium,0.0
1,48,2,609,0,4,4,38,1,1,Manual Review,0.5637,Medium,0.0
2,50,2,10178,4,3,4,34,2,1,Manual Review,0.563,Medium,0.0
0,16,0,1767,3,1,4,39,1,0,Manual Review,0.5589,Medium,0.0
0,25,2,1505,0,0,1,63,3,0,Manual Review,0.5692,Medium,0.0
0,24,2,3009,2,1,4,73,1,0,Rejected,0.6114,High,0.0
0,12,2,879,0,4,2,74,1,1,Rejected,0.6152,High,0.0
1,29,2,1482,0,3,1,44,2,1,Manual Review,0.5709,Medium,0.0
0,12,3,1548,0,3,4,41,2,1,Manual Review,0.569,Medium,0.0
0,18,0,982,0,1,3,36,1,0,Manual Review,0.5572,Medium,0.0
0,13,2,3864,3,3,1,49,1,1,Manual Review,0.5828,Medium,0.0
1,45,2,1242,0,0,2,70,1,0,Manual Review,0.575,Medium,0.0
0,27,2,427,3,2,2,60,3,1,Manual Review,0.5925,Medium,0.0
1,52,2,1163,0,2,3,30,2,1,Manual Review,0.5526,Medium,0.0
1,29,0,1806,0,1,2,19,2,0,Manual Review,0.5287,Medium,0.0
2,40,1,724,0,4,4,60,1,1,Manual Review,0.5873,Medium,0.0
0,71,1,771,0,1,1,27,1,0,Manual Review,0.537,Medium,0.0
2,53,2,956,0,3,2,21,2,1,Manual Review,0.5341,Medium,0.0
2,27,0,3932,0,2,2,69,2,0,Rejected,0.6164,High,0.0
0,22,0,1002,0,2,3,44,1,0,Manual Review,0.5731,Medium,0.0
3,63,3,4643,0,1,2,27,2,1,Manual Review,0.537,Medium,0.0
3,42,0,905,0,0,3,60,1,0,Manual Review,0.5554,Medium,0.0
0,21,4,1919,0,4,4,69,1,1,Rejected,0.6106,High,0.0
1,22,2,1035,4,1,4,34,1,1,Manual Review,0.556,Medium,0.0
2,39,2,2706,4,4,4,42,1,1,Manual Review,0.5679,Medium,0.0
2,58,1,605,0,4,4,68,1,1,Rejected,0.607,High,0.0
0,72,0,2681,0,1,3,32,1,0,Manual Review,0.5499,Medium,0.0
0,50,2,1621,0,1,4,21,1,0,Manual Review,0.5259,Medium,0.0
1,52,2,887,4,3,2,52,2,1,Manual Review,0.5841,Medium,0.0
1,36,2,1295,0,4,2,51,1,1,Manual Review,0.5823,Medium,0.0
2,24,0,5049,0,4,2,68,1,1,Rejected,0.607,High,0.0
1,25,2,1652,0,2,2,42,1,1,Manual Review,0.5715,Medium,0.0
1,51,2,843,0,3,2,27,1,1,Manual Review,0.544,Medium,0.0
2,40,2,564,0,1,4,31,2,1,Manual Review,0.5443,Medium,0.0
0,18,2,2217,2,4,2,20,1,1,Manual Review,0.537,Medium,0.0
0,38,2,1731,0,4,1,25,2,1,Manual Review,0.5399,Medium,0.0
2,35,2,2581,1,1,3,66,2,1,Rejected,0.6032,High,0.0
3,14,0,459,0,2,1,39,1,1,Manual Review,0.5677,Medium,0.0
1,13,2,579,0,1,1,37,1,1,Manual Review,0.5578,Medium,0.0
1,60,0,3705,4,1,1,43,1,0,Manual Review,0.5632,Medium,0.0
0,28,2,1929,0,4,2,65,1,1,Rejected,0.6039,High,0.0
1,5,2,2268,3,2,2,40,2,1,Manual Review,0.5706,Medium,0.0
1,67,0,685,0,1,4,29,1,0,Manual Review,0.5407,Medium,0.0
0,38,1,675,0,2,3,51,1,0,Manual Review,0.5857,Medium,0.0
0,10,0,3271,4,4,2,50,1,1,Manual Review,0.5819,Medium,0.0
1,21,2,3397,0,2,2,39,1,1,Manual Review,0.5677,Medium,0.0
0,70,3,619,3,2,2,57,1,1,Manual Review,0.59,Medium,0.0
1,45,0,531,0,1,4,38,1,0,Manual Review,0.5584,Medium,0.0
0,42,3,1357,3,4,1,26,1,1,Manual Review,0.5428,Medium,0.0
1,44,2,780,0,4,1,60,1,0,Manual Review,0.5873,Medium,0.0
0,27,1,768,0,1,4,55,2,0,Manual Review,0.5801,Medium,0.0
3,63,0,543,2,1,2,27,2,1,Manual Review,0.537,Medium,0.0
2,49,2,1017,4,0,1,43,1,1,Manual Review,0.5352,Medium,0.0
2,22,2,587,4,1,1,43,1,1,Manual Review,0.5632,Medium,0.0
2,71,2,616,3,2,4,51,3,1,Manual Review,0.5857,Medium,0.0
1,45,0,1879,4,4,4,20,1,1,Manual Review,0.537,Medium,0.0
0,35,0,1416,0,2,3,37,1,0,Manual Review,0.5666,Medium,0.0
1,42,2,2181,0,4,2,64,1,1,Rejected,0.6029,High,0.0
2,39,1,395,0,2,3,38,2,1,Manual Review,0.5672,Medium,0.0
2,39,0,1492,0,3,4,60,1,0,Manual Review,0.5894,Medium,0.0
1,6,0,7789,0,3,4,59,3,0,Manual Review,0.5886,Medium,0.0
0,11,2,1099,0,1,1,60,2,0,Manual Review,0.585,Medium,0.0
1,44,3,2863,0,2,4,47,2,1,Manual Review,0.5767,Medium,0.0
1,71,2,2843,1,3,1,24,2,1,Manual Review,0.5426,Medium,0.0
2,16,2,2957,0,1,1,35,1,1,Manual Review,0.5566,Medium,0.0
2,52,1,1691,0,2,3,43,1,1,Manual Review,0.5719,Medium,0.0
1,63,2,2328,0,2,2,56,2,1,Manual Review,0.5887,Medium,0.0
3,5,0,2589,2,4,4,22,3,1,Manual Review,0.5365,Medium,0.0
2,63,2,2461,2,2,1,48,1,1,Manual Review,0.5795,Medium,0.0
0,8,4,605,1,4,3,38,3,1,Manual Review,0.5637,Medium,0.0
0,47,2,377,0,2,4,21,1,0,Manual Review,0.5351,Medium,0.0
0,30,1,427,0,3,4,41,1,0,Manual Review,0.569,Medium,0.0
0,35,2,1192,0,2,1,69,1,1,Rejected,0.6164,High,0.0
0,24,0,2380,0,4,2,36,1,0,Manual Review,0.5627,Medium,0.0
0,11,2,611,0,2,3,44,1,1,Manual Review,0.5731,Medium,0.0
1,53,2,3100,0,2,1,74,1,1,Rejected,0.6201,High,0.0
0,70,2,990,0,3,4,54,1,0,Manual Review,0.5828,Medium,0.0
3,47,2,998,4,2,4,26,1,1,Manual Review,0.5454,Medium,0.0
0,61,2,758,4,1,1,35,1,1,Manual Review,0.5566,Medium,0.0
1,6,0,327,0,1,1,49,4,0,Manual Review,0.5765,Medium,0.0
1,5,2,1778,0,0,1,55,1,0,Manual Review,0.5506,Medium,0.0
3,47,0,5826,0,4,4,63,1,0,Rejected,0.6019,High,0.0
0,5,2,1407,0,1,1,51,1,0,Manual Review,0.5776,Medium,0.0
1,38,2,336,4,1,2,45,1,1,Manual Review,0.5672,Medium,0.0
3,33,2,2763,0,3,2,63,2,1,Rejected,0.6045,High,0.0
3,11,2,403,2,2,3,22,1,1,Manual Review,0.538,Medium,0.0
3,25,2,562,0,2,1,40,2,1,Manual Review,0.5706,Medium,0.0
0,47,0,1223,4,1,1,44,1,1,Manual Review,0.5643,Medium,0.0
0,61,2,1633,0,4,4,50,1,0,Manual Review,0.5819,Medium,0.0
2,39,0,660,2,4,4,42,1,1,Manual Review,0.5679,Medium,0.0
3,72,2,1185,0,4,4,64,1,1,Rejected,0.6029,High,0.0
2,34,0,2623,1,2,1,53,1,1,Manual Review,0.5844,Medium,0.0
2,50,0,2927,0,3,2,55,1,1,Manual Review,0.5858,Medium,0.0
1,58,2,4028,0,1,3,50,1,0,Manual Review,0.577,Medium,0.0
2,65,0,6819,4,0,2,25,1,1,Manual Review,0.5075,Medium,0.0
0,33,2,2829,4,0,4,51,4,1,Manual Review,0.547,Medium,0.0
1,58,1,1244,4,2,3,49,1,1,Manual Review,0.5849,Medium,0.0
1,19,0,2943,1,2,1,73,1,0,Rejected,0.6194,High,0.0
1,15,2,2150,3,2,4,30,1,1,Manual Review,0.5526,Medium,0.0
0,20,0,2219,0,0,4,29,1,0,Manual Review,0.5124,Medium,0.0
0,19,0,1705,0,2,1,42,1,0,Manual Review,0.5715,Medium,0.0
2,15,2,713,0,3,3,26,2,1,Manual Review,0.5435,Medium,0.0
1,11,0,650,1,2,2,50,3,0,Manual Review,0.5853,Medium,0.0
2,6,2,1369,0,3,2,56,1,1,Manual Review,0.5863,Medium,0.0
0,19,0,1667,0,1,1,40,1,0,Manual Review,0.5618,Medium,0.0
1,33,0,859,0,4,3,52,1,0,Manual Review,0.5828,Medium,0.0
1,26,2,2076,3,2,4,37,2,1,Manual Review,0.5666,Medium,0.0
0,8,1,7821,0,1,3,70,1,0,Rejected,0.6092,High,0.0
1,68,0,366,0,1,1,38,1,0,Manual Review,0.5584,Medium,0.0
0,33,1,2358,0,2,3,74,1,0,Rejected,0.6201,High,0.0
0,24,0,1404,0,4,2,32,2,0,Manual Review,0.5555,Medium,0.0
3,25,2,2122,0,2,4,51,1,1,Manual Review,0.5857,Medium,0.0
1,35,1,1048,1,1,2,28,1,0,Manual Review,0.5376,Medium,0.0
2,36,2,1317,1,4,1,34,2,1,Manual Review,0.5616,Medium,0.0
0,19,2,1641,1,3,1,22,1,1,Manual Review,0.537,Medium,0.0
2,41,2,1162,0,2,4,45,2,1,Manual Review,0.5759,Medium,0.0
2,17,2,438,3,2,2,46,1,1,Manual Review,0.5763,Medium,0.0
2,39,1,1227,0,1,4,61,2,0,Manual Review,0.5884,Medium,0.0
1,26,4,476,0,2,1,34,2,1,Manual Review,0.5649,Medium,0.0
