monthly_income,credit_score,debt_to_income,employment_months,age,num_late_payments,existing_loans,loan_amount,loan_term_months,has_mortgage,approved,decision,probability_default,risk_level,expected_credit_loss
500.0,670.0,0.131,51.0,18.0,2.0,4.0,290.9,36.0,0.0,1.0,Manual Review,0.5273,Medium,69.03
243.8,653.0,0.154,151.0,24.0,1.0,1.0,643.7,48.0,0.0,1.0,Rejected,0.6051,High,175.27
431.2,605.0,0.09,104.0,36.0,0.0,2.0,1159.2,60.0,0.0,1.0,Rejected,0.614,High,320.31
500.0,609.0,0.347,7.0,56.0,1.0,1.0,471.5,36.0,0.0,1.0,Manual Review,0.5909,Medium,125.38
500.0,623.0,0.165,74.0,42.0,0.0,1.0,1221.2,48.0,0.0,1.0,Manual Review,0.5989,Medium,329.13
318.5,608.0,0.145,43.0,40.0,2.0,1.0,781.7,36.0,0.0,0.0,Rejected,0.6017,High,211.67
381.8,697.0,0.451,21.0,24.0,2.0,3.0,383.2,36.0,0.0,0.0,Manual Review,0.5566,Medium,95.98
500.0,796.0,0.529,28.0,28.0,0.0,1.0,706.3,36.0,0.0,1.0,Rejected,0.7495,High,238.23
378.9,575.0,0.377,68.0,29.0,1.0,1.0,317.8,48.0,0.0,0.0,Manual Review,0.552,Medium,78.94
500.0,510.0,0.498,23.0,29.0,0.0,0.0,544.7,36.0,0.0,0.0,Rejected,0.7403,High,181.47
500.0,612.0,0.423,16.0,33.0,1.0,1.0,190.7,48.0,0.0,0.0,Manual Review,0.5402,Medium,46.35
394.2,826.0,0.217,24.0,34.0,0.0,1.0,426.2,36.0,0.0,1.0,Rejected,0.7548,High,144.77
500.0,555.0,0.105,31.0,33.0,0.0,2.0,1001.4,24.0,1.0,1.0,Manual Review,0.5797,Medium,261.22
500.0,751.0,0.177,7.0,29.0,0.0,2.0,831.4,12.0,0.0,1.0,Manual Review,0.5613,Medium,210.0
198.3,754.0,0.156,83.0,39.0,1.0,1.0,739.6,24.0,1.0,1.0,Rejected,0.6276,High,208.87
500.0,575.0,0.358,40.0,34.0,2.0,3.0,566.5,48.0,0.0,0.0,Rejected,0.6699,High,170.77
392.2,665.0,0.238,36.0,18.0,3.0,0.0,511.5,60.0,0.0,1.0,Rejected,0.7608,High,175.12
500.0,750.0,0.044,3.0,38.0,3.0,0.0,163.3,24.0,0.0,1.0,Manual Review,0.5453,Medium,40.07
367.4,589.0,0.177,33.0,36.0,1.0,1.0,381.7,24.0,0.0,0.0,Rejected,0.7507,High,128.94
500.0,603.0,0.081,4.0,19.0,0.0,3.0,520.9,60.0,1.0,1.0,Rejected,0.7237,High,169.64
500.0,573.0,0.233,2.0,30.0,0.0,1.0,183.1,36.0,1.0,0.0,Manual Review,0.5327,Medium,43.89
500.0,538.0,0.456,26.0,45.0,1.0,4.0,110.8,120.0,1.0,0.0,Manual Review,0.5484,Medium,27.34
299.6,568.0,0.111,18.0,24.0,2.0,0.0,1110.4,60.0,0.0,0.0,Rejected,0.6176,High,308.62
461.9,522.0,0.524,31.0,23.0,1.0,1.0,468.8,36.0,0.0,0.0,Rejected,0.7158,High,151.01
430.6,622.0,0.249,3.0,34.0,0.0,2.0,532.4,36.0,0.0,0.0,Manual Review,0.5809,Medium,139.16
393.8,558.0,0.358,20.0,45.0,2.0,0.0,702.0,48.0,0.0,0.0,Manual Review,0.5904,Medium,186.49
500.0,638.0,0.141,6.0,59.0,1.0,0.0,205.1,24.0,0.0,0.0,Manual Review,0.5725,Medium,52.84
500.0,495.0,0.256,156.0,45.0,0.0,0.0,325.9,24.0,1.0,1.0,Manual Review,0.5682,Medium,83.32
290.7,646.0,0.524,29.0,51.0,1.0,0.0,1499.2,24.0,1.0,0.0,Rejected,0.6311,High,425.76
500.0,686.0,0.482,41.0,42.0,0.0,0.0,304.5,60.0,0.0,1.0,Manual Review,0.5625,Medium,77.08
500.0,460.0,0.264,14.0,29.0,1.0,1.0,363.9,48.0,0.0,0.0,Manual Review,0.5469,Medium,89.55
500.0,649.0,0.224,3.0,45.0,0.0,2.0,263.4,12.0,0.0,0.0,Manual Review,0.5627,Medium,66.7
255.4,718.0,0.276,134.0,36.0,1.0,3.0,248.8,60.0,0.0,1.0,Manual Review,0.5734,Medium,64.2
428.6,523.0,0.321,12.0,42.0,2.0,3.0,1089.9,36.0,0.0,0.0,Rejected,0.6149,High,301.57
500.0,753.0,0.557,19.0,26.0,2.0,3.0,62.1,48.0,1.0,0.0,Manual Review,0.5155,Medium,14.4
383.3,653.0,0.162,37.0,43.0,0.0,2.0,312.3,36.0,0.0,1.0,Manual Review,0.5718,Medium,80.36
500.0,563.0,0.155,0.0,36.0,1.0,1.0,539.0,48.0,0.0,0.0,Rejected,0.7553,High,183.2
500.0,615.0,0.21,59.0,40.0,2.0,2.0,1749.1,120.0,0.0,0.0,Rejected,0.6291,High,495.13
343.5,664.0,0.107,27.0,36.0,2.0,1.0,181.5,24.0,0.0,1.0,Manual Review,0.5543,Medium,45.27
500.0,626.0,0.364,11.0,34.0,1.0,1.0,158.4,36.0,1.0,0.0,Manual Review,0.5425,Medium,38.67
108.0,663.0,0.07,2.0,43.0,3.0,1.0,226.2,36.0,0.0,1.0,Manual Review,0.5845,Medium,59.49
327.1,546.0,0.575,6.0,33.0,1.0,2.0,789.0,36.0,1.0,0.0,Manual Review,0.591,Medium,209.82
481.2,633.0,0.282,81.0,18.0,0.0,1.0,497.5,36.0,0.0,1.0,Rejected,0.6954,High,155.67
292.6,506.0,0.379,41.0,18.0,2.0,0.0,141.9,60.0,1.0,0.0,Manual Review,0.5231,Medium,33.4
500.0,611.0,0.046,10.0,40.0,0.0,0.0,487.4,84.0,0.0,0.0,Manual Review,0.5767,Medium,126.5
267.1,547.0,0.391,2.0,32.0,1.0,2.0,1557.1,36.0,0.0,0.0,Rejected,0.6203,High,434.67
438.2,561.0,0.326,42.0,18.0,1.0,0.0,556.1,48.0,1.0,0.0,Rejected,0.757,High,189.43
500.0,718.0,0.345,30.0,39.0,2.0,1.0,513.4,48.0,1.0,1.0,Rejected,0.7283,High,168.26
500.0,707.0,0.237,18.0,36.0,1.0,1.0,538.7,48.0,1.0,1.0,Rejected,0.7553,High,183.1
266.3,668.0,0.424,16.0,32.0,1.0,2.0,627.1,36.0,0.0,0.0,Manual Review,0.5851,Medium,165.11
500.0,532.0,0.129,8.0,40.0,0.0,3.0,163.3,24.0,1.0,0.0,Manual Review,0.5487,Medium,40.32
500.0,594.0,0.33,39.0,53.0,1.0,1.0,373.9,48.0,1.0,0.0,Manual Review,0.5793,Medium,97.47
334.2,717.0,0.067,127.0,53.0,4.0,1.0,389.8,36.0,0.0,1.0,Rejected,0.7212,High,126.5
500.0,631.0,0.106,6.0,39.0,1.0,0.0,305.7,60.0,1.0,0.0,Manual Review,0.5591,Medium,76.92
500.0,805.0,0.536,32.0,36.0,0.0,4.0,779.3,60.0,0.0,1.0,Rejected,0.7516,High,263.58
404.4,651.0,0.16,19.0,39.0,1.0,0.0,271.0,24.0,0.0,1.0,Manual Review,0.5619,Medium,68.53
500.0,635.0,0.123,21.0,41.0,1.0,2.0,337.5,24.0,0.0,0.0,Manual Review,0.565,Medium,85.82
450.3,595.0,0.31,10.0,34.0,2.0,0.0,164.2,84.0,1.0,0.0,Manual Review,0.545,Medium,40.27
500.0,630.0,0.501,62.0,40.0,2.0,0.0,609.2,48.0,0.0,0.0,Manual Review,0.5894,Medium,161.59
500.0,607.0,0.193,23.0,19.0,0.0,4.0,956.2,84.0,0.0,0.0,Manual Review,0.573,Medium,246.57
500.0,676.0,0.68,28.0,38.0,1.0,4.0,337.2,24.0,0.0,1.0,Manual Review,0.5615,Medium,85.2
294.0,696.0,0.166,13.0,43.0,0.0,4.0,858.6,48.0,0.0,1.0,Rejected,0.6212,High,240.01
500.0,557.0,0.445,7.0,32.0,1.0,1.0,400.2,48.0,0.0,0.0,Manual Review,0.559,Medium,100.67
205.7,513.0,0.287,3.0,36.0,3.0,3.0,59.6,84.0,0.0,0.0,Manual Review,0.5432,Medium,14.57
500.0,473.0,0.205,45.0,24.0,0.0,3.0,431.9,24.0,1.0,1.0,Manual Review,0.5505,Medium,106.99
500.0,660.0,0.357,7.0,22.0,0.0,0.0,391.1,36.0,1.0,1.0,Manual Review,0.5409,Medium,95.2
500.0,531.0,0.087,42.0,40.0,1.0,0.0,488.7,36.0,1.0,0.0,Manual Review,0.5768,Medium,126.85
399.9,447.0,0.238,17.0,29.0,0.0,3.0,551.1,84.0,1.0,0.0,Rejected,0.7515,High,186.37
492.0,651.0,0.213,19.0,18.0,1.0,1.0,260.4,84.0,0.0,1.0,Manual Review,0.5248,Medium,61.49
426.7,819.0,0.338,22.0,24.0,0.0,4.0,1460.4,120.0,0.0,1.0,Rejected,0.6164,High,405.05
406.6,619.0,0.291,16.0,26.0,1.0,2.0,426.9,120.0,0.0,0.0,Rejected,0.7343,High,141.07
500.0,687.0,0.348,3.0,47.0,0.0,0.0,383.6,12.0,0.0,1.0,Manual Review,0.5737,Medium,99.02
500.0,626.0,0.422,13.0,40.0,0.0,0.0,816.5,12.0,1.0,0.0,Manual Review,0.5756,Medium,211.49
386.1,612.0,0.242,39.0,27.0,1.0,1.0,456.8,24.0,0.0,0.0,Manual Review,0.5705,Medium,117.28
500.0,693.0,0.302,39.0,30.0,0.0,1.0,2000.0,36.0,1.0,1.0,Rejected,0.6207,High,558.65
500.0,596.0,0.569,12.0,53.0,1.0,1.0,380.5,60.0,0.0,0.0,Manual Review,0.5798,Medium,99.28
500.0,641.0,0.294,22.0,49.0,1.0,1.0,596.4,84.0,1.0,0.0,Rejected,0.6073,High,162.99
500.0,645.0,0.237,7.0,24.0,3.0,0.0,247.2,24.0,0.0,0.0,Manual Review,0.5333,Medium,59.33
360.7,566.0,0.435,8.0,51.0,0.0,1.0,903.1,48.0,0.0,0.0,Rejected,0.6023,High,244.78
412.6,699.0,0.248,0.0,37.0,1.0,1.0,576.2,84.0,1.0,1.0,Rejected,0.7672,High,198.93
500.0,606.0,0.592,81.0,47.0,2.0,2.0,343.2,48.0,0.0,0.0,Manual Review,0.5704,Medium,88.09
500.0,559.0,0.494,8.0,36.0,0.0,0.0,224.0,24.0,1.0,0.0,Manual Review,0.5501,Medium,55.45
500.0,662.0,0.193,9.0,52.0,2.0,3.0,157.9,48.0,0.0,1.0,Manual Review,0.5615,Medium,39.9
500.0,548.0,0.216,11.0,24.0,0.0,3.0,629.2,36.0,0.0,0.0,Rejected,0.7507,High,212.55
500.0,622.0,0.455,4.0,34.0,0.0,0.0,148.4,48.0,1.0,0.0,Manual Review,0.5415,Medium,36.16
406.2,619.0,0.432,36.0,52.0,0.0,2.0,1282.1,36.0,0.0,1.0,Rejected,0.6298,High,363.38
500.0,706.0,0.473,2.0,18.0,0.0,5.0,163.9,12.0,1.0,0.0,Manual Review,0.5145,Medium,37.94
493.5,657.0,0.254,5.0,37.0,2.0,2.0,390.2,120.0,0.0,1.0,Manual Review,0.566,Medium,99.38
489.7,617.0,0.286,37.0,33.0,1.0,0.0,222.3,48.0,0.0,0.0,Manual Review,0.5437,Medium,54.39
500.0,685.0,0.232,14.0,46.0,0.0,3.0,462.0,48.0,0.0,1.0,Manual Review,0.5792,Medium,120.42
500.0,731.0,0.233,44.0,50.0,0.0,0.0,459.7,120.0,0.0,1.0,Manual Review,0.5858,Medium,121.17
500.0,664.0,0.17,29.0,46.0,0.0,1.0,642.4,24.0,0.0,0.0,Rejected,0.797,High,230.4
500.0,620.0,0.492,10.0,40.0,1.0,2.0,132.7,24.0,0.0,0.0,Manual Review,0.5457,Medium,32.58
500.0,515.0,0.332,37.0,38.0,1.0,0.0,244.3,60.0,0.0,0.0,Manual Review,0.5531,Medium,60.81
500.0,534.0,0.343,4.0,33.0,1.0,1.0,978.4,36.0,0.0,0.0,Manual Review,0.5791,Medium,254.96
467.5,595.0,0.473,27.0,40.0,0.0,2.0,762.3,60.0,0.0,1.0,Manual Review,0.5756,Medium,197.45
500.0,571.0,0.058,20.0,55.0,0.0,1.0,60.9,36.0,0.0,0.0,Manual Review,0.555,Medium,15.21
500.0,605.0,0.334,11.0,28.0,0.0,0.0,608.6,12.0,0.0,0.0,Manual Review,0.5627,Medium,154.12
500.0,624.0,0.506,33.0,33.0,0.0,1.0,197.1,48.0,0.0,1.0,Manual Review,0.5408,Medium,47.97
500.0,662.0,0.109,73.0,37.0,2.0,3.0,280.3,24.0,0.0,1.0,Manual Review,0.5559,Medium,70.12
362.7,614.0,0.476,240.0,50.0,1.0,3.0,375.2,60.0,0.0,0.0,Rejected,0.743,High,125.44
500.0,658.0,0.335,33.0,40.0,0.0,0.0,1564.5,48.0,0.0,1.0,Rejected,0.6246,High,439.76
330.2,625.0,0.311,18.0,49.0,4.0,5.0,195.4,84.0,1.0,0.0,Manual Review,0.5727,Medium,50.36
297.5,461.0,0.316,9.0,50.0,0.0,4.0,146.4,60.0,1.0,0.0,Manual Review,0.569,Medium,37.48
500.0,544.0,0.134,10.0,45.0,0.0,2.0,645.3,24.0,0.0,0.0,Rejected,0.7969,High,231.42
500.0,608.0,0.043,23.0,25.0,0.0,0.0,440.1,60.0,0.0,0.0,Manual Review,0.5491,Medium,108.75
500.0,523.0,0.44,16.0,57.0,0.0,1.0,1182.1,48.0,1.0,0.0,Rejected,0.6102,High,324.57
500.0,667.0,0.12,88.0,54.0,1.0,0.0,339.4,60.0,0.0,1.0,Manual Review,0.5772,Medium,88.16
500.0,742.0,0.2,16.0,38.0,3.0,1.0,1185.7,60.0,1.0,1.0,Manual Review,0.5982,Medium,319.2
348.6,717.0,0.701,16.0,21.0,0.0,1.0,456.0,48.0,1.0,0.0,Rejected,0.7617,High,156.31
500.0,602.0,0.282,17.0,19.0,1.0,3.0,687.3,48.0,0.0,0.0,Rejected,0.7432,High,229.85
389.2,739.0,0.349,65.0,41.0,0.0,1.0,1650.1,48.0,0.0,1.0,Rejected,0.6288,High,466.88
500.0,631.0,0.183,37.0,29.0,0.0,0.0,393.7,36.0,1.0,1.0,Manual Review,0.5495,Medium,97.35
500.0,593.0,0.502,34.0,18.0,0.0,1.0,1038.1,24.0,1.0,1.0,Manual Review,0.5625,Medium,262.79
361.3,570.0,0.062,14.0,19.0,1.0,2.0,275.5,48.0,0.0,0.0,Manual Review,0.5367,Medium,66.54
464.9,595.0,0.435,61.0,32.0,1.0,0.0,539.9,36.0,0.0,0.0,Rejected,0.6502,High,157.96
500.0,588.0,0.092,1.0,40.0,0.0,2.0,141.7,24.0,0.0,0.0,Manual Review,0.5465,Medium,34.85
411.9,633.0,0.626,73.0,54.0,0.0,0.0,300.7,12.0,0.0,1.0,Manual Review,0.5795,Medium,78.41
361.9,632.0,0.377,25.0,43.0,0.0,1.0,193.1,48.0,1.0,1.0,Manual Review,0.56,Medium,48.66
500.0,620.0,0.127,18.0,33.0,0.0,1.0,1195.2,36.0,1.0,0.0,Manual Review,0.5905,Medium,317.59
500.0,654.0,0.274,24.0,42.0,2.0,3.0,1808.9,60.0,0.0,1.0,Rejected,0.6273,High,510.62
423.7,715.0,0.383,39.0,41.0,0.0,1.0,338.9,36.0,1.0,1.0,Manual Review,0.5704,Medium,86.99
431.4,695.0,0.178,0.0,46.0,1.0,1.0,242.5,48.0,0.0,1.0,Manual Review,0.5649,Medium,61.65
500.0,501.0,0.216,73.0,37.0,1.0,2.0,157.3,36.0,0.0,0.0,Manual Review,0.5441,Medium,38.52
264.7,415.0,0.521,21.0,50.0,1.0,4.0,556.2,60.0,0.0,0.0,Manual Review,0.5893,Medium,147.49
270.1,694.0,0.279,15.0,47.0,1.0,2.0,278.0,36.0,0.0,1.0,Rejected,0.7391,High,92.46
381.2,510.0,0.485,5.0,38.0,1.0,1.0,290.2,120.0,0.0,0.0,Manual Review,0.5655,Medium,73.85
490.7,602.0,0.348,20.0,36.0,0.0,1.0,1657.6,84.0,0.0,0.0,Rejected,0.6237,High,465.22
500.0,526.0,0.378,24.0,49.0,2.0,0.0,355.1,60.0,1.0,0.0,Manual Review,0.5772,Medium,92.23
500.0,475.0,0.455,18.0,29.0,0.0,2.0,719.6,84.0,1.0,0.0,Rejected,0.7783,High,252.04
500.0,663.0,0.565,40.0,19.0,0.0,2.0,469.6,36.0,0.0,1.0,Manual Review,0.5443,Medium,115.01
500.0,680.0,0.135,19.0,19.0,1.0,2.0,152.2,48.0,0.0,1.0,Manual Review,0.5137,Medium,35.18
500.0,573.0,0.419,117.0,28.0,2.0,1.0,102.9,60.0,0.0,0.0,Manual Review,0.5209,Medium,24.12
330.7,412.0,0.628,32.0,45.0,1.0,2.0,664.8,60.0,1.0,0.0,Manual Review,0.5895,Medium,176.36
500.0,576.0,0.423,59.0,32.0,2.0,2.0,1759.4,84.0,0.0,0.0,Rejected,0.6193,High,490.34
472.6,651.0,0.324,4.0,40.0,0.0,2.0,579.1,60.0,0.0,1.0,Manual Review,0.5897,Medium,153.68
500.0,501.0,0.524,18.0,32.0,0.0,1.0,741.5,120.0,0.0,0.0,Rejected,0.7881,High,262.97
361.0,634.0,0.684,14.0,32.0,0.0,3.0,218.3,36.0,0.0,0.0,Manual Review,0.5507,Medium,54.1
500.0,618.0,0.359,30.0,25.0,1.0,3.0,1013.7,60.0,0.0,0.0,Manual Review,0.5672,Medium,258.74
500.0,666.0,0.394,71.0,36.0,0.0,1.0,1003.7,60.0,1.0,1.0,Manual Review,0.5853,Medium,264.38
500.0,629.0,0.38,2.0,35.0,1.0,3.0,257.9,60.0,1.0,0.0,Manual Review,0.5528,Medium,64.15
500.0,542.0,0.084,2.0,42.0,0.0,2.0,696.3,36.0,0.0,0.0,Rejected,0.7703,High,241.35
500.0,715.0,0.437,68.0,41.0,3.0,4.0,109.5,60.0,0.0,1.0,Manual Review,0.5438,Medium,26.79
446.7,607.0,0.094,8.0,35.0,0.0,2.0,803.2,84.0,0.0,0.0,Manual Review,0.5837,Medium,210.98
500.0,617.0,0.398,39.0,19.0,0.0,3.0,284.7,36.0,1.0,1.0,Manual Review,0.5271,Medium,67.53
500.0,545.0,0.078,28.0,50.0,0.0,1.0,168.6,48.0,0.0,1.0,Manual Review,0.5614,Medium,42.59
500.0,584.0,0.128,64.0,36.0,0.0,3.0,621.1,36.0,0.0,0.0,Manual Review,0.5817,Medium,162.57
371.0,549.0,0.214,4.0,38.0,1.0,1.0,109.1,120.0,0.0,0.0,Manual Review,0.5441,Medium,26.71
500.0,606.0,0.19,5.0,57.0,1.0,3.0,591.9,48.0,0.0,0.0,Rejected,0.6219,High,165.65
500.0,756.0,0.45,29.0,48.0,2.0,0.0,181.9,36.0,0.0,1.0,Manual Review,0.5592,Medium,45.77
500.0,510.0,0.234,105.0,43.0,3.0,0.0,153.3,36.0,0.0,0.0,Manual Review,0.549,Medium,37.87
500.0,490.0,0.1,19.0,37.0,1.0,1.0,472.2,60.0,0.0,0.0,Manual Review,0.5721,Medium,121.57
500.0,737.0,0.175,14.0,37.0,0.0,2.0,392.1,24.0,0.0,1.0,Manual Review,0.5657,Medium,99.82
372.0,603.0,0.311,33.0,40.0,0.0,1.0,1443.6,48.0,0.0,1.0,Rejected,0.6304,High,409.53
500.0,566.0,0.307,95.0,42.0,0.0,0.0,161.0,84.0,0.0,1.0,Manual Review,0.5493,Medium,39.8
500.0,703.0,0.316,65.0,58.0,0.0,2.0,1352.2,84.0,0.0,1.0,Rejected,0.6287,High,382.53
500.0,571.0,0.449,194.0,67.0,0.0,0.0,181.1,24.0,0.0,1.0,Manual Review,0.5883,Medium,47.94
364.5,766.0,0.499,0.0,41.0,0.0,3.0,939.2,120.0,0.0,0.0,Rejected,0.6151,High,259.98
358.8,674.0,0.38,4.0,18.0,1.0,2.0,1090.4,60.0,1.0,1.0,Rejected,0.6043,High,296.54
404.6,580.0,0.259,33.0,26.0,1.0,2.0,582.1,24.0,0.0,1.0,Rejected,0.7775,High,203.66
188.8,792.0,0.217,61.0,59.0,3.0,1.0,239.1,12.0,0.0,1.0,Rejected,0.8129,High,87.46
419.8,571.0,0.634,12.0,46.0,0.0,0.0,133.1,24.0,0.0,0.0,Manual Review,0.5538,Medium,33.17
373.5,679.0,0.302,9.0,43.0,4.0,0.0,94.4,60.0,0.0,1.0,Manual Review,0.5468,Medium,23.23
500.0,643.0,0.353,55.0,35.0,1.0,1.0,1980.8,12.0,0.0,0.0,Rejected,0.6253,High,557.4
500.0,724.0,0.196,2.0,23.0,1.0,2.0,354.9,36.0,1.0,1.0,Manual Review,0.5406,Medium,86.34
500.0,744.0,0.195,16.0,58.0,1.0,4.0,186.0,60.0,0.0,1.0,Manual Review,0.5699,Medium,47.7
500.0,622.0,0.12,25.0,28.0,0.0,3.0,180.4,48.0,0.0,1.0,Manual Review,0.5289,Medium,42.93
409.2,559.0,0.288,29.0,46.0,1.0,3.0,514.8,60.0,1.0,0.0,Rejected,0.6108,High,141.49
348.4,656.0,0.195,46.0,22.0,1.0,2.0,328.2,60.0,1.0,1.0,Manual Review,0.5483,Medium,80.97
500.0,565.0,0.222,15.0,35.0,0.0,1.0,96.9,24.0,1.0,0.0,Manual Review,0.5368,Medium,23.41
282.2,781.0,0.492,34.0,49.0,3.0,0.0,898.8,84.0,1.0,1.0,Rejected,0.6269,High,253.56
500.0,630.0,0.085,31.0,35.0,1.0,2.0,588.4,36.0,1.0,0.0,Rejected,0.6055,High,160.31
500.0,590.0,0.171,28.0,33.0,1.0,0.0,1961.3,48.0,0.0,0.0,Rejected,0.6204,High,547.56
431.8,634.0,0.328,36.0,38.0,0.0,4.0,1121.1,48.0,0.0,1.0,Rejected,0.6156,High,310.57
231.8,512.0,0.315,10.0,21.0,1.0,2.0,37.7,24.0,0.0,0.0,Manual Review,0.508,Medium,8.62
500.0,542.0,0.559,3.0,19.0,0.0,0.0,1398.3,120.0,1.0,0.0,Manual Review,0.5993,Medium,377.08
500.0,716.0,0.057,4.0,46.0,0.0,0.0,1182.6,48.0,1.0,1.0,Manual Review,0.5989,Medium,318.73
500.0,567.0,0.522,9.0,32.0,0.0,1.0,249.7,24.0,0.0,0.0,Manual Review,0.5453,Medium,61.28
246.0,536.0,0.111,24.0,46.0,1.0,1.0,318.4,84.0,0.0,0.0,Rejected,0.7977,High,114.3
404.6,662.0,0.227,66.0,51.0,0.0,2.0,625.7,48.0,1.0,1.0,Rejected,0.6663,High,187.62
500.0,714.0,0.082,43.0,52.0,1.0,0.0,199.9,60.0,1.0,1.0,Manual Review,0.5655,Medium,50.87
500.0,677.0,0.02,56.0,18.0,1.0,0.0,370.6,48.0,0.0,1.0,Manual Review,0.535,Medium,89.22
436.0,699.0,0.515,15.0,29.0,3.0,1.0,1001.7,60.0,1.0,0.0,Manual Review,0.5787,Medium,260.84
500.0,559.0,0.152,18.0,44.0,0.0,2.0,681.0,12.0,0.0,0.0,Rejected,0.779,High,238.71
320.1,506.0,0.402,18.0,44.0,1.0,1.0,264.0,36.0,0.0,0.0,Manual Review,0.5727,Medium,68.04
500.0,740.0,0.193,7.0,64.0,0.0,3.0,1020.1,48.0,0.0,1.0,Rejected,0.6071,High,278.67
500.0,594.0,0.568,2.0,27.0,0.0,1.0,573.5,24.0,0.0,0.0,Rejected,0.6451,High,166.47
500.0,599.0,0.207,32.0,52.0,0.0,1.0,558.0,60.0,0.0,1.0,Rejected,0.774,High,194.34
500.0,726.0,0.243,163.0,42.0,2.0,3.0,298.1,36.0,1.0,1.0,Manual Review,0.562,Medium,75.39
311.1,664.0,0.169,6.0,18.0,1.0,2.0,447.7,36.0,1.0,1.0,Rejected,0.7706,High,155.25
253.5,656.0,0.12,1.0,31.0,0.0,2.0,242.3,12.0,1.0,1.0,Manual Review,0.5605,Medium,61.11
500.0,793.0,0.428,54.0,41.0,1.0,1.0,95.3,60.0,0.0,1.0,Manual Review,0.5423,Medium,23.26
500.0,568.0,0.281,10.0,18.0,0.0,3.0,359.8,60.0,0.0,0.0,Manual Review,0.534,Medium,86.46
375.5,694.0,0.026,63.0,18.0,1.0,2.0,408.2,36.0,0.0,0.0,Rejected,0.729,High,133.91
500.0,624.0,0.576,43.0,18.0,0.0,2.0,502.3,48.0,0.0,1.0,Manual Review,0.5467,Medium,123.58
500.0,641.0,0.247,104.0,41.0,0.0,2.0,1187.0,36.0,0.0,1.0,Manual Review,0.598,Medium,319.43
500.0,742.0,0.127,18.0,32.0,0.0,1.0,267.1,48.0,0.0,1.0,Manual Review,0.547,Medium,65.75
500.0,660.0,0.077,39.0,30.0,2.0,2.0,335.4,12.0,0.0,0.0,Manual Review,0.5473,Medium,82.6
500.0,663.0,0.132,22.0,30.0,1.0,1.0,830.8,48.0,1.0,1.0,Manual Review,0.5641,Medium,210.88
500.0,705.0,0.342,35.0,20.0,0.0,0.0,246.5,48.0,0.0,1.0,Manual Review,0.5237,Medium,58.1
482.1,590.0,0.442,21.0,32.0,0.0,2.0,509.0,84.0,1.0,0.0,Rejected,0.7444,High,170.51
500.0,552.0,0.229,7.0,18.0,3.0,1.0,324.7,36.0,0.0,0.0,Manual Review,0.5306,Medium,77.53
500.0,536.0,0.813,25.0,52.0,1.0,4.0,370.4,60.0,1.0,0.0,Manual Review,0.5801,Medium,96.7
500.0,462.0,0.208,27.0,58.0,0.0,2.0,825.5,48.0,0.0,1.0,Manual Review,0.5932,Medium,220.34
337.0,784.0,0.261,59.0,18.0,1.0,1.0,333.8,84.0,0.0,1.0,Manual Review,0.5465,Medium,82.09
500.0,531.0,0.11,47.0,32.0,0.0,0.0,847.3,36.0,0.0,1.0,Manual Review,0.5679,Medium,216.55
500.0,602.0,0.251,39.0,33.0,0.0,0.0,94.4,36.0,1.0,1.0,Manual Review,0.5304,Medium,22.53
226.6,597.0,0.462,4.0,35.0,0.0,2.0,143.4,84.0,0.0,0.0,Manual Review,0.5589,Medium,36.06
302.2,644.0,0.622,45.0,50.0,1.0,1.0,70.4,12.0,0.0,0.0,Manual Review,0.557,Medium,17.65
197.0,685.0,0.398,24.0,32.0,0.0,1.0,177.1,24.0,1.0,1.0,Manual Review,0.5638,Medium,44.93
477.2,688.0,0.059,80.0,36.0,0.0,2.0,1988.1,24.0,0.0,1.0,Rejected,0.6258,High,559.87
500.0,573.0,0.1,90.0,73.0,0.0,0.0,443.8,60.0,0.0,1.0,Rejected,0.612,High,122.22
500.0,606.0,0.059,2.0,36.0,1.0,4.0,252.7,12.0,0.0,0.0,Manual Review,0.5528,Medium,62.86
500.0,642.0,0.14,61.0,59.0,1.0,1.0,841.9,84.0,0.0,0.0,Manual Review,0.5969,Medium,226.14
500.0,600.0,0.181,1.0,44.0,0.0,0.0,942.6,48.0,0.0,0.0,Manual Review,0.592,Medium,251.1
273.8,748.0,0.121,16.0,31.0,2.0,2.0,169.5,12.0,0.0,1.0,Manual Review,0.546,Medium,41.65
233.0,659.0,0.38,28.0,29.0,1.0,0.0,2000.0,36.0,0.0,1.0,Rejected,0.6156,High,554.03
500.0,678.0,0.116,5.0,37.0,2.0,0.0,561.4,24.0,0.0,1.0,Rejected,0.6251,High,157.92
500.0,673.0,0.344,49.0,24.0,1.0,0.0,621.0,48.0,1.0,1.0,Manual Review,0.5622,Medium,157.1
500.0,713.0,0.424,0.0,27.0,1.0,0.0,670.0,60.0,0.0,0.0,Rejected,0.7695,High,232.0
194.2,634.0,0.223,6.0,32.0,0.0,4.0,668.8,48.0,0.0,0.0,Rejected,0.6193,High,186.37
500.0,516.0,0.497,31.0,41.0,0.0,2.0,273.8,12.0,0.0,1.0,Manual Review,0.5595,Medium,68.93
284.4,651.0,0.367,45.0,59.0,0.0,4.0,2000.0,60.0,0.0,1.0,Rejected,0.6383,High,574.5
500.0,567.0,0.177,89.0,32.0,1.0,1.0,358.3,60.0,0.0,0.0,Manual Review,0.5554,Medium,89.54
